transaction_id,sender_id,receiver_id,amount,timestamp
TX0000044,CycC1,CycC2,4000.0,2026-01-03 04:00:00
TX0000045,CycC2,CycC3,3950.0,2026-01-03 05:00:00
TX0000046,CycC3,CycC4,3900.0,2026-01-03 06:00:00
TX0000047,CycC4,CycC5,3850.0,2026-01-03 07:00:00
TX0000048,CycC5,CycC1,3800.0,2026-01-03 08:00:00
TX0000049,CycD1,CycD2,4000.0,2026-01-03 09:00:00
TX0000050,CycD2,CycD3,3950.0,2026-01-03 10:00:00
TX0000051,CycD3,CycD4,3900.0,2026-01-03 11:00:00
TX0000052,CycD4,CycD5,3850.0,2026-01-03 12:00:00
TX0000053,CycD5,CycD6,3800.0,2026-01-03 13:00:00
TX0000054,CycD6,CycD1,3750.0,2026-01-03 14:00:00
TX0000055,CycA1,CycA2,4000.0,2026-01-03 15:00:00
TX0000056,CycA2,CycA3,3950.0,2026-01-03 16:00:00
TX0000057,CycA3,CycA1,3900.0,2026-01-03 17:00:00
TX0000058,CycB1,CycB2,4000.0,2026-01-03 18:00:00
TX0000059,CycB2,CycB3,3950.0,2026-01-03 19:00:00
TX0000060,CycB3,CycB4,3900.0,2026-01-03 20:00:00
TX0000061,CycB4,CycB1,3850.0,2026-01-03 21:00:00
TX0000062,CycC1,CycC2,4000.0,2026-01-03 22:00:00
TX0000063,CycC2,CycC3,3950.0,2026-01-03 23:00:00
TX0000064,CycC3,CycC4,3900.0,2026-01-04 00:00:00
TX0000065,CycC4,CycC5,3850.0,2026-01-04 01:00:00
TX0000066,CycC5,CycC1,3800.0,2026-01-04 02:00:00
TX0000067,CycD1,CycD2,4000.0,2026-01-04 03:00:00
TX0000068,CycD2,CycD3,3950.0,2026-01-04 04:00:00
TX0000069,CycD3,CycD4,3900.0,2026-01-04 05:00:00
TX0000070,CycD4,CycD5,3850.0,2026-01-04 06:00:00
TX0000071,CycD5,CycD6,3800.0,2026-01-04 07:00:00
TX0000072,CycD6,CycD1,3750.0,2026-01-04 08:00:00
TX0000073,CycA1,CycA2,4000.0,2026-01-04 09:00:00
TX0000074,CycA2,CycA3,3950.0,2026-01-04 10:00:00
TX0000075,CycA3,CycA1,3900.0,2026-01-04 11:00:00
TX0000076,CycB1,CycB2,4000.0,2026-01-04 12:00:00
TX0000077,CycB2,CycB3,3950.0,2026-01-04 13:00:00
TX0000078,CycB3,CycB4,3900.0,2026-01-04 14:00:00
TX0000079,CycB4,CycB1,3850.0,2026-01-04 15:00:00
TX0000080,CycC1,CycC2,4000.0,2026-01-04 16:00:00
TX0000081,CycC2,CycC3,3950.0,2026-01-04 17:00:00
TX0000082,CycC3,CycC4,3900.0,2026-01-04 18:00:00
TX0000083,CycC4,CycC5,3850.0,2026-01-04 19:00:00
TX0000084,CycC5,CycC1,3800.0,2026-01-04 20:00:00
TX0000085,CycD1,CycD2,4000.0,2026-01-04 21:00:00
TX0000086,CycD2,CycD3,3950.0,2026-01-04 22:00:00
TX0000087,CycD3,CycD4,3900.0,2026-01-04 23:00:00
TX0000088,CycD4,CycD5,3850.0,2026-01-05 00:00:00
TX0000089,CycD5,CycD6,3800.0,2026-01-05 01:00:00
TX0000090,CycD6,CycD1,3750.0,2026-01-05 02:00:00
TX0000091,CycA1,CycA2,4000.0,2026-01-05 03:00:00
TX0000092,CycA2,CycA3,3950.0,2026-01-05 04:00:00
TX0000093,CycA3,CycA1,3900.0,2026-01-05 05:00:00
TX0000094,CycB1,CycB2,4000.0,2026-01-05 06:00:00
TX0000095,CycB2,CycB3,3950.0,2026-01-05 07:00:00
TX0000096,CycB3,CycB4,3900.0,2026-01-05 08:00:00
TX0000097,CycB4,CycB1,3850.0,2026-01-05 09:00:00
TX0000098,CycC1,CycC2,4000.0,2026-01-05 10:00:00
TX0000099,CycC2,CycC3,3950.0,2026-01-05 11:00:00
TX0000100,CycC3,CycC4,3900.0,2026-01-05 12:00:00
TX0000101,CycC4,CycC5,3850.0,2026-01-05 13:00:00
TX0000102,CycC5,CycC1,3800.0,2026-01-05 14:00:00
TX0000103,CycD1,CycD2,4000.0,2026-01-05 15:00:00
TX0000104,CycD2,CycD3,3950.0,2026-01-05 16:00:00
TX0000105,CycD3,CycD4,3900.0,2026-01-05 17:00:00
TX0000106,CycD4,CycD5,3850.0,2026-01-05 18:00:00
TX0000107,CycD5,CycD6,3800.0,2026-01-05 19:00:00
TX0000108,CycD6,CycD1,3750.0,2026-01-05 20:00:00
TX0000109,CycA1,CycA2,4000.0,2026-01-05 21:00:00
TX0000110,CycA2,CycA3,3950.0,2026-01-05 22:00:00
TX0000111,CycA3,CycA1,3900.0,2026-01-05 23:00:00
TX0000112,CycB1,CycB2,4000.0,2026-01-06 00:00:00
TX0000113,CycB2,CycB3,3950.0,2026-01-06 01:00:00
TX0000114,CycB3,CycB4,3900.0,2026-01-06 02:00:00
TX0000115,CycB4,CycB1,3850.0,2026-01-06 03:00:00
TX0000116,CycC1,CycC2,4000.0,2026-01-06 04:00:00
TX0000117,CycC2,CycC3,3950.0,2026-01-06 05:00:00
TX0000118,CycC3,CycC4,3900.0,2026-01-06 06:00:00
TX0000119,CycC4,CycC5,3850.0,2026-01-06 07:00:00
TX0000120,CycC5,CycC1,3800.0,2026-01-06 08:00:00
TX0000121,CycD1,CycD2,4000.0,2026-01-06 09:00:00
TX0000122,CycD2,CycD3,3950.0,2026-01-06 10:00:00
TX0000123,CycD3,CycD4,3900.0,2026-01-06 11:00:00
TX0000124,CycD4,CycD5,3850.0,2026-01-06 12:00:00
TX0000125,CycD5,CycD6,3800.0,2026-01-06 13:00:00
TX0000126,CycD6,CycD1,3750.0,2026-01-06 14:00:00
TX0000127,CycA1,CycA2,4000.0,2026-01-06 15:00:00
TX0000128,CycA2,CycA3,3950.0,2026-01-06 16:00:00
TX0000129,CycA3,CycA1,3900.0,2026-01-06 17:00:00
TX0000130,CycB1,CycB2,4000.0,2026-01-06 18:00:00
TX0000131,CycB2,CycB3,3950.0,2026-01-06 19:00:00
TX0000132,CycB3,CycB4,3900.0,2026-01-06 20:00:00
TX0000133,CycB4,CycB1,3850.0,2026-01-06 21:00:00
TX0000134,CycC1,CycC2,4000.0,2026-01-06 22:00:00
TX0000135,CycC2,CycC3,3950.0,2026-01-06 23:00:00
TX0000136,CycC3,CycC4,3900.0,2026-01-07 00:00:00
TX0000137,CycC4,CycC5,3850.0,2026-01-07 01:00:00
TX0000138,CycC5,CycC1,3800.0,2026-01-07 02:00:00
TX0000139,CycD1,CycD2,4000.0,2026-01-07 03:00:00
TX0000140,CycD2,CycD3,3950.0,2026-01-07 04:00:00
TX0000141,CycD3,CycD4,3900.0,2026-01-07 05:00:00
TX0000142,CycD4,CycD5,3850.0,2026-01-07 06:00:00
TX0000143,CycD5,CycD6,3800.0,2026-01-07 07:00:00
TX0000144,CycD6,CycD1,3750.0,2026-01-07 08:00:00
TX0000145,CycA1,CycA2,4000.0,2026-01-07 09:00:00
TX0000146,CycA2,CycA3,3950.0,2026-01-07 10:00:00
TX0000147,CycA3,CycA1,3900.0,2026-01-07 11:00:00
TX0000148,CycB1,CycB2,4000.0,2026-01-07 12:00:00
TX0000149,CycB2,CycB3,3950.0,2026-01-07 13:00:00
TX0000150,CycB3,CycB4,3900.0,2026-01-07 14:00:00
TX0000151,CycB4,CycB1,3850.0,2026-01-07 15:00:00
TX0000152,CycC1,CycC2,4000.0,2026-01-07 16:00:00
TX0000153,CycC2,CycC3,3950.0,2026-01-07 17:00:00
TX0000154,CycC3,CycC4,3900.0,2026-01-07 18:00:00
TX0000155,CycC4,CycC5,3850.0,2026-01-07 19:00:00
TX0000156,CycC5,CycC1,3800.0,2026-01-07 20:00:00
TX0000157,CycD1,CycD2,4000.0,2026-01-07 21:00:00
TX0000158,CycD2,CycD3,3950.0,2026-01-07 22:00:00
TX0000159,CycD3,CycD4,3900.0,2026-01-07 23:00:00
TX0000160,CycD4,CycD5,3850.0,2026-01-08 00:00:00
TX0000161,CycD5,CycD6,3800.0,2026-01-08 01:00:00
TX0000162,CycD6,CycD1,3750.0,2026-01-08 02:00:00
TX0000163,CycA1,CycA2,4000.0,2026-01-08 03:00:00
TX0000164,CycA2,CycA3,3950.0,2026-01-08 04:00:00
TX0000165,CycA3,CycA1,3900.0,2026-01-08 05:00:00
TX0000166,CycB1,CycB2,4000.0,2026-01-08 06:00:00
TX0000167,CycB2,CycB3,3950.0,2026-01-08 07:00:00
TX0000168,CycB3,CycB4,3900.0,2026-01-08 08:00:00
TX0000169,CycB4,CycB1,3850.0,2026-01-08 09:00:00
TX0000170,CycC1,CycC2,4000.0,2026-01-08 10:00:00
TX0000171,CycC2,CycC3,3950.0,2026-01-08 11:00:00
TX0000172,CycC3,CycC4,3900.0,2026-01-08 12:00:00
TX0000173,CycC4,CycC5,3850.0,2026-01-08 13:00:00
TX0000174,CycC5,CycC1,3800.0,2026-01-08 14:00:00
TX0000175,CycD1,CycD2,4000.0,2026-01-08 15:00:00
TX0000176,CycD2,CycD3,3950.0,2026-01-08 16:00:00
TX0000177,CycD3,CycD4,3900.0,2026-01-08 17:00:00
TX0000178,CycD4,CycD5,3850.0,2026-01-08 18:00:00
TX0000179,CycD5,CycD6,3800.0,2026-01-08 19:00:00
TX0000180,CycD6,CycD1,3750.0,2026-01-08 20:00:00
TX0000181,CycA1,CycA2,4000.0,2026-01-08 21:00:00
TX0000182,CycA2,CycA3,3950.0,2026-01-08 22:00:00
TX0000183,CycA3,CycA1,3900.0,2026-01-08 23:00:00
TX0000184,CycB1,CycB2,4000.0,2026-01-09 00:00:00
TX0000185,CycB2,CycB3,3950.0,2026-01-09 01:00:00
TX0000186,CycB3,CycB4,3900.0,2026-01-09 02:00:00
TX0000187,CycB4,CycB1,3850.0,2026-01-09 03:00:00
TX0000188,CycC1,CycC2,4000.0,2026-01-09 04:00:00
TX0000189,CycC2,CycC3,3950.0,2026-01-09 05:00:00
TX0000190,CycC3,CycC4,3900.0,2026-01-09 06:00:00
TX0000191,CycC4,CycC5,3850.0,2026-01-09 07:00:00
TX0000192,CycC5,CycC1,3800.0,2026-01-09 08:00:00
TX0000193,CycD1,CycD2,4000.0,2026-01-09 09:00:00
TX0000194,CycD2,CycD3,3950.0,2026-01-09 10:00:00
TX0000195,CycD3,CycD4,3900.0,2026-01-09 11:00:00
TX0000196,CycD4,CycD5,3850.0,2026-01-09 12:00:00
TX0000197,CycD5,CycD6,3800.0,2026-01-09 13:00:00
TX0000198,CycD6,CycD1,3750.0,2026-01-09 14:00:00
TX0000199,CycA1,CycA2,4000.0,2026-01-09 15:00:00
TX0000200,CycA2,CycA3,3950.0,2026-01-09 16:00:00
TX0000201,CycA3,CycA1,3900.0,2026-01-09 17:00:00
TX0000202,CycB1,CycB2,4000.0,2026-01-09 18:00:00
TX0000203,CycB2,CycB3,3950.0,2026-01-09 19:00:00
TX0000204,CycB3,CycB4,3900.0,2026-01-09 20:00:00
TX0000205,CycB4,CycB1,3850.0,2026-01-09 21:00:00
TX0000206,CycC1,CycC2,4000.0,2026-01-09 22:00:00
TX0000207,CycC2,CycC3,3950.0,2026-01-09 23:00:00
TX0000208,CycC3,CycC4,3900.0,2026-01-10 00:00:00
TX0000209,CycC4,CycC5,3850.0,2026-01-10 01:00:00
TX0000210,CycC5,CycC1,3800.0,2026-01-10 02:00:00
TX0000211,CycD1,CycD2,4000.0,2026-01-10 03:00:00
TX0000212,CycD2,CycD3,3950.0,2026-01-10 04:00:00
TX0000213,CycD3,CycD4,3900.0,2026-01-10 05:00:00
TX0000214,CycD4,CycD5,3850.0,2026-01-10 06:00:00
TX0000215,CycD5,CycD6,3800.0,2026-01-10 07:00:00
TX0000216,CycD6,CycD1,3750.0,2026-01-10 08:00:00
TX0000217,CycA1,CycA2,4000.0,2026-01-10 09:00:00
TX0000218,CycA2,CycA3,3950.0,2026-01-10 10:00:00
TX0000219,CycA3,CycA1,3900.0,2026-01-10 11:00:00
TX0000220,CycB1,CycB2,4000.0,2026-01-10 12:00:00
TX0000221,CycB2,CycB3,3950.0,2026-01-10 13:00:00
TX0000222,CycB3,CycB4,3900.0,2026-01-10 14:00:00
TX0000223,CycB4,CycB1,3850.0,2026-01-10 15:00:00
TX0000224,CycC1,CycC2,4000.0,2026-01-10 16:00:00
TX0000225,CycC2,CycC3,3950.0,2026-01-10 17:00:00
TX0000226,CycC3,CycC4,3900.0,2026-01-10 18:00:00
TX0000227,CycC4,CycC5,3850.0,2026-01-10 19:00:00
TX0000228,CycC5,CycC1,3800.0,2026-01-10 20:00:00
TX0000229,CycD1,CycD2,4000.0,2026-01-10 21:00:00
TX0000230,CycD2,CycD3,3950.0,2026-01-10 22:00:00
TX0000231,CycD3,CycD4,3900.0,2026-01-10 23:00:00
TX0000232,CycD4,CycD5,3850.0,2026-01-11 00:00:00
TX0000233,CycD5,CycD6,3800.0,2026-01-11 01:00:00
TX0000234,CycD6,CycD1,3750.0,2026-01-11 02:00:00
TX0000235,CycA1,CycA2,4000.0,2026-01-11 03:00:00
TX0000236,CycA2,CycA3,3950.0,2026-01-11 04:00:00
TX0000237,CycA3,CycA1,3900.0,2026-01-11 05:00:00
TX0000238,CycB1,CycB2,4000.0,2026-01-11 06:00:00
TX0000239,CycB2,CycB3,3950.0,2026-01-11 07:00:00
TX0000240,CycB3,CycB4,3900.0,2026-01-11 08:00:00
TX0000241,CycB4,CycB1,3850.0,2026-01-11 09:00:00
TX0000242,CycC1,CycC2,4000.0,2026-01-11 10:00:00
TX0000243,CycC2,CycC3,3950.0,2026-01-11 11:00:00
TX0000244,CycC3,CycC4,3900.0,2026-01-11 12:00:00
TX0000245,CycC4,CycC5,3850.0,2026-01-11 13:00:00
TX0000246,CycC5,CycC1,3800.0,2026-01-11 14:00:00
TX0000247,CycD1,CycD2,4000.0,2026-01-11 15:00:00
TX0000248,CycD2,CycD3,3950.0,2026-01-11 16:00:00
TX0000249,CycD3,CycD4,3900.0,2026-01-11 17:00:00
TX0000250,CycD4,CycD5,3850.0,2026-01-11 18:00:00
TX0000251,CycD5,CycD6,3800.0,2026-01-11 19:00:00
TX0000252,CycD6,CycD1,3750.0,2026-01-11 20:00:00
TX0000253,CycA1,CycA2,4000.0,2026-01-11 21:00:00
TX0000254,CycA2,CycA3,3950.0,2026-01-11 22:00:00
TX0000255,CycA3,CycA1,3900.0,2026-01-11 23:00:00
TX0000256,CycB1,CycB2,4000.0,2026-01-12 00:00:00
TX0000257,CycB2,CycB3,3950.0,2026-01-12 01:00:00
TX0000258,CycB3,CycB4,3900.0,2026-01-12 02:00:00
TX0000259,CycB4,CycB1,3850.0,2026-01-12 03:00:00
TX0000260,CycC1,CycC2,4000.0,2026-01-12 04:00:00
TX0000261,CycC2,CycC3,3950.0,2026-01-12 05:00:00
TX0000262,CycC3,CycC4,3900.0,2026-01-12 06:00:00
TX0000263,CycC4,CycC5,3850.0,2026-01-12 07:00:00
TX0000264,CycC5,CycC1,3800.0,2026-01-12 08:00:00
TX0000265,CycD1,CycD2,4000.0,2026-01-12 09:00:00
TX0000266,CycD2,CycD3,3950.0,2026-01-12 10:00:00
TX0000267,CycD3,CycD4,3900.0,2026-01-12 11:00:00
TX0000268,CycD4,CycD5,3850.0,2026-01-12 12:00:00
TX0000269,CycD5,CycD6,3800.0,2026-01-12 13:00:00
TX0000270,CycD6,CycD1,3750.0,2026-01-12 14:00:00
TX0000271,CycA1,CycA2,4000.0,2026-01-12 15:00:00
TX0000272,CycA2,CycA3,3950.0,2026-01-12 16:00:00
TX0000273,CycA3,CycA1,3900.0,2026-01-12 17:00:00
TX0000274,CycB1,CycB2,4000.0,2026-01-12 18:00:00
TX0000275,CycB2,CycB3,3950.0,2026-01-12 19:00:00
TX0000276,CycB3,CycB4,3900.0,2026-01-12 20:00:00
TX0000277,CycB4,CycB1,3850.0,2026-01-12 21:00:00
TX0000278,CycC1,CycC2,4000.0,2026-01-12 22:00:00
TX0000279,CycC2,CycC3,3950.0,2026-01-12 23:00:00
TX0000280,CycC3,CycC4,3900.0,2026-01-13 00:00:00
TX0000281,CycC4,CycC5,3850.0,2026-01-13 01:00:00
TX0000282,CycC5,CycC1,3800.0,2026-01-13 02:00:00
TX0000283,CycD1,CycD2,4000.0,2026-01-13 03:00:00
TX0000284,CycD2,CycD3,3950.0,2026-01-13 04:00:00
TX0000285,CycD3,CycD4,3900.0,2026-01-13 05:00:00
TX0000286,CycD4,CycD5,3850.0,2026-01-13 06:00:00
TX0000287,CycD5,CycD6,3800.0,2026-01-13 07:00:00
TX0000288,CycD6,CycD1,3750.0,2026-01-13 08:00:00
TX0000289,CycA1,CycA2,4000.0,2026-01-13 09:00:00
TX0000290,CycA2,CycA3,3950.0,2026-01-13 10:00:00
TX0000291,CycA3,CycA1,3900.0,2026-01-13 11:00:00
TX0000292,CycB1,CycB2,4000.0,2026-01-13 12:00:00
TX0000293,CycB2,CycB3,3950.0,2026-01-13 13:00:00
TX0000294,CycB3,CycB4,3900.0,2026-01-13 14:00:00
TX0000295,CycB4,CycB1,3850.0,2026-01-13 15:00:00
TX0000296,CycC1,CycC2,4000.0,2026-01-13 16:00:00
TX0000297,CycC2,CycC3,3950.0,2026-01-13 17:00:00
TX0000298,CycC3,CycC4,3900.0,2026-01-13 18:00:00
TX0000299,CycC4,CycC5,3850.0,2026-01-13 19:00:00
TX0000300,CycC5,CycC1,3800.0,2026-01-13 20:00:00
TX0000301,CycD1,CycD2,4000.0,2026-01-13 21:00:00
TX0000302,CycD2,CycD3,3950.0,2026-01-13 22:00:00
TX0000303,CycD3,CycD4,3900.0,2026-01-13 23:00:00
TX0000304,CycD4,CycD5,3850.0,2026-01-14 00:00:00
TX0000305,CycD5,CycD6,3800.0,2026-01-14 01:00:00
TX0000306,CycD6,CycD1,3750.0,2026-01-14 02:00:00
TX0000307,CycA1,CycA2,4000.0,2026-01-14 03:00:00
TX0000308,CycA2,CycA3,3950.0,2026-01-14 04:00:00
TX0000309,CycA3,CycA1,3900.0,2026-01-14 05:00:00
TX0000310,CycB1,CycB2,4000.0,2026-01-14 06:00:00
TX0000311,CycB2,CycB3,3950.0,2026-01-14 07:00:00
TX0000312,CycB3,CycB4,3900.0,2026-01-14 08:00:00
TX0000313,CycB4,CycB1,3850.0,2026-01-14 09:00:00
TX0000314,CycC1,CycC2,4000.0,2026-01-14 10:00:00
TX0000315,CycC2,CycC3,3950.0,2026-01-14 11:00:00
TX0000316,CycC3,CycC4,3900.0,2026-01-14 12:00:00
TX0000317,CycC4,CycC5,3850.0,2026-01-14 13:00:00
TX0000318,CycC5,CycC1,3800.0,2026-01-14 14:00:00
TX0000319,CycD1,CycD2,4000.0,2026-01-14 15:00:00
TX0000320,CycD2,CycD3,3950.0,2026-01-14 16:00:00
TX0000321,CycD3,CycD4,3900.0,2026-01-14 17:00:00
TX0000322,CycD4,CycD5,3850.0,2026-01-14 18:00:00
TX0000323,CycD5,CycD6,3800.0,2026-01-14 19:00:00
TX0000324,CycD6,CycD1,3750.0,2026-01-14 20:00:00
TX0000325,CycA1,CycA2,4000.0,2026-01-14 21:00:00
TX0000326,CycA2,CycA3,3950.0,2026-01-14 22:00:00
TX0000327,CycA3,CycA1,3900.0,2026-01-14 23:00:00
TX0000328,CycB1,CycB2,4000.0,2026-01-15 00:00:00
TX0000329,CycB2,CycB3,3950.0,2026-01-15 01:00:00
TX0000330,CycB3,CycB4,3900.0,2026-01-15 02:00:00
TX0000331,CycB4,CycB1,3850.0,2026-01-15 03:00:00
TX0000332,CycC1,CycC2,4000.0,2026-01-15 04:00:00
TX0000333,CycC2,CycC3,3950.0,2026-01-15 05:00:00
TX0000334,CycC3,CycC4,3900.0,2026-01-15 06:00:00
TX0000335,CycC4,CycC5,3850.0,2026-01-15 07:00:00
TX0000336,CycC5,CycC1,3800.0,2026-01-15 08:00:00
TX0000337,CycD1,CycD2,4000.0,2026-01-15 09:00:00
TX0000338,CycD2,CycD3,3950.0,2026-01-15 10:00:00
TX0000339,CycD3,CycD4,3900.0,2026-01-15 11:00:00
TX0000340,CycD4,CycD5,3850.0,2026-01-15 12:00:00
TX0000341,CycD5,CycD6,3800.0,2026-01-15 13:00:00
TX0000342,CycD6,CycD1,3750.0,2026-01-15 14:00:00
TX0000343,CycA1,CycA2,4000.0,2026-01-15 15:00:00
TX0000344,CycA2,CycA3,3950.0,2026-01-15 16:00:00
TX0000345,CycA3,CycA1,3900.0,2026-01-15 17:00:00
TX0000346,CycB1,CycB2,4000.0,2026-01-15 18:00:00
TX0000347,CycB2,CycB3,3950.0,2026-01-15 19:00:00
TX0000348,CycB3,CycB4,3900.0,2026-01-15 20:00:00
TX0000349,CycB4,CycB1,3850.0,2026-01-15 21:00:00
TX0000350,CycC1,CycC2,4000.0,2026-01-15 22:00:00
TX0000351,CycC2,CycC3,3950.0,2026-01-15 23:00:00
TX0000352,CycC3,CycC4,3900.0,2026-01-16 00:00:00
TX0000353,CycC4,CycC5,3850.0,2026-01-16 01:00:00
TX0000354,CycC5,CycC1,3800.0,2026-01-16 02:00:00
TX0000355,CycD1,CycD2,4000.0,2026-01-16 03:00:00
TX0000356,CycD2,CycD3,3950.0,2026-01-16 04:00:00
TX0000357,CycD3,CycD4,3900.0,2026-01-16 05:00:00
TX0000358,CycD4,CycD5,3850.0,2026-01-16 06:00:00
TX0000359,CycD5,CycD6,3800.0,2026-01-16 07:00:00
TX0000360,CycD6,CycD1,3750.0,2026-01-16 08:00:00
TX0000361,CycA1,CycA2,4000.0,2026-01-16 09:00:00
TX0000362,CycA2,CycA3,3950.0,2026-01-16 10:00:00
TX0000363,CycA3,CycA1,3900.0,2026-01-16 11:00:00
TX0000364,CycB1,CycB2,4000.0,2026-01-16 12:00:00
TX0000365,CycB2,CycB3,3950.0,2026-01-16 13:00:00
TX0000366,CycB3,CycB4,3900.0,2026-01-16 14:00:00
TX0000367,CycB4,CycB1,3850.0,2026-01-16 15:00:00
TX0000368,CycC1,CycC2,4000.0,2026-01-16 16:00:00
TX0000369,CycC2,CycC3,3950.0,2026-01-16 17:00:00
TX0000370,CycC3,CycC4,3900.0,2026-01-16 18:00:00
TX0000371,CycC4,CycC5,3850.0,2026-01-16 19:00:00
TX0000372,CycC5,CycC1,3800.0,2026-01-16 20:00:00
TX0000373,CycD1,CycD2,4000.0,2026-01-16 21:00:00
TX0000374,CycD2,CycD3,3950.0,2026-01-16 22:00:00
TX0000375,CycD3,CycD4,3900.0,2026-01-16 23:00:00
TX0000376,CycD4,CycD5,3850.0,2026-01-17 00:00:00
TX0000377,CycD5,CycD6,3800.0,2026-01-17 01:00:00
TX0000378,CycD6,CycD1,3750.0,2026-01-17 02:00:00
TX0000379,CycA1,CycA2,4000.0,2026-01-17 03:00:00
TX0000380,CycA2,CycA3,3950.0,2026-01-17 04:00:00
TX0000381,CycA3,CycA1,3900.0,2026-01-17 05:00:00
TX0000382,CycB1,CycB2,4000.0,2026-01-17 06:00:00
TX0000383,CycB2,CycB3,3950.0,2026-01-17 07:00:00
TX0000384,CycB3,CycB4,3900.0,2026-01-17 08:00:00
TX0000385,CycB4,CycB1,3850.0,2026-01-17 09:00:00
TX0000386,CycC1,CycC2,4000.0,2026-01-17 10:00:00
TX0000387,CycC2,CycC3,3950.0,2026-01-17 11:00:00
TX0000388,CycC3,CycC4,3900.0,2026-01-17 12:00:00
TX0000389,CycC4,CycC5,3850.0,2026-01-17 13:00:00
TX0000390,CycC5,CycC1,3800.0,2026-01-17 14:00:00
TX0000391,CycD1,CycD2,4000.0,2026-01-17 15:00:00
TX0000392,CycD2,CycD3,3950.0,2026-01-17 16:00:00
TX0000393,CycD3,CycD4,3900.0,2026-01-17 17:00:00
TX0000394,CycD4,CycD5,3850.0,2026-01-17 18:00:00
TX0000395,CycD5,CycD6,3800.0,2026-01-17 19:00:00
TX0000396,CycD6,CycD1,3750.0,2026-01-17 20:00:00
TX0000397,CycA1,CycA2,4000.0,2026-01-17 21:00:00
TX0000398,CycA2,CycA3,3950.0,2026-01-17 22:00:00
TX0000399,CycA3,CycA1,3900.0,2026-01-17 23:00:00
TX0000400,CycB1,CycB2,4000.0,2026-01-18 00:00:00
TX0000401,CycB2,CycB3,3950.0,2026-01-18 01:00:00
TX0000402,CycB3,CycB4,3900.0,2026-01-18 02:00:00
TX0000403,CycB4,CycB1,3850.0,2026-01-18 03:00:00
TX0000404,CycC1,CycC2,4000.0,2026-01-18 04:00:00
TX0000405,CycC2,CycC3,3950.0,2026-01-18 05:00:00
TX0000406,CycC3,CycC4,3900.0,2026-01-18 06:00:00
TX0000407,CycC4,CycC5,3850.0,2026-01-18 07:00:00
TX0000408,CycC5,CycC1,3800.0,2026-01-18 08:00:00
TX0000409,CycD1,CycD2,4000.0,2026-01-18 09:00:00
TX0000410,CycD2,CycD3,3950.0,2026-01-18 10:00:00
