transaction_id,sender_id,receiver_id,amount,timestamp
TX000090,Disp_Mule,SmurfOut_18,168.0,2026-01-03 08:18:00
TX000091,Disp_Mule,SmurfOut_19,169.0,2026-01-03 08:19:00
TX000092,Disp_Mule,SmurfOut_20,170.0,2026-01-03 08:20:00
TX000093,Disp_Mule,SmurfOut_21,171.0,2026-01-03 08:21:00
TX000094,Disp_Mule,SmurfOut_22,172.0,2026-01-03 08:22:00
TX000095,Disp_Mule,SmurfOut_23,173.0,2026-01-03 08:23:00
TX000096,Disp_Mule,SmurfOut_24,174.0,2026-01-03 08:24:00
TX000097,Disp_Mule,SmurfOut_25,175.0,2026-01-03 08:25:00
TX000098,Disp_Mule,SmurfOut_26,176.0,2026-01-03 08:26:00
TX000099,Disp_Mule,SmurfOut_27,177.0,2026-01-03 08:27:00
TX000100,Disp_Mule,SmurfOut_28,178.0,2026-01-03 08:28:00
TX000101,Disp_Mule,SmurfOut_29,179.0,2026-01-03 08:29:00
TX000102,Disp_Mule,SmurfOut_30,180.0,2026-01-03 08:30:00
TX000103,Disp_Mule,SmurfOut_31,181.0,2026-01-03 08:31:00
TX000104,Disp_Mule,SmurfOut_32,182.0,2026-01-03 08:32:00
TX000105,Disp_Mule,SmurfOut_33,183.0,2026-01-03 08:33:00
TX000106,Disp_Mule,SmurfOut_34,184.0,2026-01-03 08:34:00
TX000107,Disp_Mule,SmurfOut_35,185.0,2026-01-03 08:35:00
TX000108,Disp_Mule,SmurfOut_36,186.0,2026-01-03 08:36:00
TX000109,Disp_Mule,SmurfOut_37,187.0,2026-01-03 08:37:00
TX000110,Disp_Mule,SmurfOut_38,188.0,2026-01-03 08:38:00
TX000111,Disp_Mule,SmurfOut_39,189.0,2026-01-03 08:39:00
TX000112,Disp_Mule,SmurfOut_40,190.0,2026-01-03 08:40:00
TX000113,Disp_Mule,SmurfOut_41,191.0,2026-01-03 08:41:00
TX000114,Disp_Mule,SmurfOut_42,192.0,2026-01-03 08:42:00
TX000115,Disp_Mule,SmurfOut_43,193.0,2026-01-03 08:43:00
TX000116,Disp_Mule,SmurfOut_44,194.0,2026-01-03 08:44:00
TX000117,Disp_Mule,SmurfOut_45,195.0,2026-01-03 08:45:00
TX000118,Disp_Mule,SmurfOut_46,196.0,2026-01-03 08:46:00
TX000119,Disp_Mule,SmurfOut_47,197.0,2026-01-03 08:47:00
TX000120,Disp_Mule,SmurfOut_48,198.0,2026-01-03 08:48:00
TX000121,Disp_Mule,SmurfOut_49,199.0,2026-01-03 08:49:00
TX000122,Disp_Mule,SmurfOut_50,200.0,2026-01-03 08:50:00
TX000123,Disp_Mule,SmurfOut_51,201.0,2026-01-03 08:51:00
TX000124,Disp_Mule,SmurfOut_52,202.0,2026-01-03 08:52:00
TX000125,Disp_Mule,SmurfOut_53,203.0,2026-01-03 08:53:00
TX000126,Disp_Mule,SmurfOut_54,204.0,2026-01-03 08:54:00
TX000127,Disp_Mule,SmurfOut_55,205.0,2026-01-03 08:55:00
TX000128,Disp_Mule,SmurfOut_56,206.0,2026-01-03 08:56:00
TX000129,Disp_Mule,SmurfOut_57,207.0,2026-01-03 08:57:00
TX000130,Disp_Mule,SmurfOut_58,208.0,2026-01-03 08:58:00
TX000131,Disp_Mule,SmurfOut_59,209.0,2026-01-03 08:59:00
TX000132,Disp_Mule,SmurfOut_60,210.0,2026-01-03 09:00:00
TX000133,Origin_1,Shell_1_1,3000.0,2026-01-04 09:00:00
TX000134,Shell_1_1,Shell_1_2,2900.0,2026-01-04 09:01:00
TX000135,Shell_1_2,Shell_1_3,2800.0,2026-01-04 09:02:00
TX000136,Shell_1_3,Final_1,2700.0,2026-01-04 09:03:00
TX000137,Origin_2,Shell_2_1,3000.0,2026-01-04 10:00:00
TX000138,Shell_2_1,Shell_2_2,2900.0,2026-01-04 10:01:00
TX000139,Shell_2_2,Shell_2_3,2800.0,2026-01-04 10:02:00
TX000140,Shell_2_3,Final_2,2700.0,2026-01-04 10:03:00
TX000141,Origin_3,Shell_3_1,3000.0,2026-01-04 11:00:00
TX000142,Shell_3_1,Shell_3_2,2900.0,2026-01-04 11:01:00
TX000143,Shell_3_2,Shell_3_3,2800.0,2026-01-04 11:02:00
TX000144,Shell_3_3,Final_3,2700.0,2026-01-04 11:03:00
TX000145,Origin_4,Shell_4_1,3000.0,2026-01-04 12:00:00
TX000146,Shell_4_1,Shell_4_2,2900.0,2026-01-04 12:01:00
TX000147,Shell_4_2,Shell_4_3,2800.0,2026-01-04 12:02:00
TX000148,Shell_4_3,Final_4,2700.0,2026-01-04 12:03:00
TX000149,Origin_5,Shell_5_1,3000.0,2026-01-04 13:00:00
TX000150,Shell_5_1,Shell_5_2,2900.0,2026-01-04 13:01:00
TX000151,Shell_5_2,Shell_5_3,2800.0,2026-01-04 13:02:00
TX000152,Shell_5_3,Final_5,2700.0,2026-01-04 13:03:00
TX000153,MixSrc_1,MixAgg_1,500.0,2026-01-05 08:01:00
TX000154,MixAgg_1,MixShell_1,900.0,2026-01-05 09:01:00
TX000155,MixShell_1,MixDisp_1,850.0,2026-01-05 10:01:00
TX000156,MixDisp_1,MixRec_1_1,200.0,2026-01-05 11:01:00
TX000157,MixDisp_1,MixRec_1_2,200.0,2026-01-05 11:02:00
TX000158,MixDisp_1,MixRec_1_3,200.0,2026-01-05 11:03:00
TX000159,MixDisp_1,MixRec_1_4,200.0,2026-01-05 11:04:00
TX000160,MixDisp_1,MixRec_1_5,200.0,2026-01-05 11:05:00
TX000161,MixSrc_2,MixAgg_2,500.0,2026-01-05 08:02:00
TX000162,MixAgg_2,MixShell_2,900.0,2026-01-05 09:02:00
TX000163,MixShell_2,MixDisp_2,850.0,2026-01-05 10:02:00
TX000164,MixDisp_2,MixRec_2_1,200.0,2026-01-05 11:01:00
TX000165,MixDisp_2,MixRec_2_2,200.0,2026-01-05 11:02:00
TX000166,MixDisp_2,MixRec_2_3,200.0,2026-01-05 11:03:00
TX000167,MixDisp_2,MixRec_2_4,200.0,2026-01-05 11:04:00
TX000168,MixDisp_2,MixRec_2_5,200.0,2026-01-05 11:05:00
TX000169,MixSrc_3,MixAgg_3,500.0,2026-01-05 08:03:00
TX000170,MixAgg_3,MixShell_3,900.0,2026-01-05 09:03:00
TX000171,MixShell_3,MixDisp_3,850.0,2026-01-05 10:03:00
TX000172,MixDisp_3,MixRec_3_1,200.0,2026-01-05 11:01:00
TX000173,MixDisp_3,MixRec_3_2,200.0,2026-01-05 11:02:00
TX000174,MixDisp_3,MixRec_3_3,200.0,2026-01-05 11:03:00
TX000175,MixDisp_3,MixRec_3_4,200.0,2026-01-05 11:04:00
TX000176,MixDisp_3,MixRec_3_5,200.0,2026-01-05 11:05:00
TX000177,MixSrc_4,MixAgg_4,500.0,2026-01-05 08:04:00
TX000178,MixAgg_4,MixShell_4,900.0,2026-01-05 09:04:00
TX000179,MixShell_4,MixDisp_4,850.0,2026-01-05 10:04:00
TX000180,MixDisp_4,MixRec_4_1,200.0,2026-01-05 11:01:00
TX000181,MixDisp_4,MixRec_4_2,200.0,2026-01-05 11:02:00
TX000182,MixDisp_4,MixRec_4_3,200.0,2026-01-05 11:03:00
TX000183,MixDisp_4,MixRec_4_4,200.0,2026-01-05 11:04:00
TX000184,MixDisp_4,MixRec_4_5,200.0,2026-01-05 11:05:00
TX000185,MixSrc_5,MixAgg_5,500.0,2026-01-05 08:05:00
TX000186,MixAgg_5,MixShell_5,900.0,2026-01-05 09:05:00
TX000187,MixShell_5,MixDisp_5,850.0,2026-01-05 10:05:00
TX000188,MixDisp_5,MixRec_5_1,200.0,2026-01-05 11:01:00
TX000189,MixDisp_5,MixRec_5_2,200.0,2026-01-05 11:02:00
TX000190,MixDisp_5,MixRec_5_3,200.0,2026-01-05 11:03:00
TX000191,MixDisp_5,MixRec_5_4,200.0,2026-01-05 11:04:00
TX000192,MixDisp_5,MixRec_5_5,200.0,2026-01-05 11:05:00
TX000193,Payroll_Global,Emp_1,50000.0,2026-01-06 08:01:00
TX000194,Payroll_Global,Emp_2,50000.0,2026-01-06 08:02:00
TX000195,Payroll_Global,Emp_3,50000.0,2026-01-06 08:03:00
TX000196,Payroll_Global,Emp_4,50000.0,2026-01-06 08:04:00
TX000197,Payroll_Global,Emp_5,50000.0,2026-01-06 08:05:00
TX000198,Payroll_Global,Emp_6,50000.0,2026-01-06 08:06:00
TX000199,Payroll_Global,Emp_7,50000.0,2026-01-06 08:07:00
TX000200,Payroll_Global,Emp_8,50000.0,2026-01-06 08:08:00
TX000201,Payroll_Global,Emp_9,50000.0,2026-01-06 08:09:00
TX000202,Payroll_Global,Emp_10,50000.0,2026-01-06 08:10:00
TX000203,Payroll_Global,Emp_11,50000.0,2026-01-06 08:11:00
TX000204,Payroll_Global,Emp_12,50000.0,2026-01-06 08:12:00
TX000205,Payroll_Global,Emp_13,50000.0,2026-01-06 08:13:00
TX000206,Payroll_Global,Emp_14,50000.0,2026-01-06 08:14:00
TX000207,Payroll_Global,Emp_15,50000.0,2026-01-06 08:15:00
TX000208,Payroll_Global,Emp_16,50000.0,2026-01-06 08:16:00
TX000209,Payroll_Global,Emp_17,50000.0,2026-01-06 08:17:00
TX000210,Payroll_Global,Emp_18,50000.0,2026-01-06 08:18:00
TX000211,Payroll_Global,Emp_19,50000.0,2026-01-06 08:19:00
TX000212,Payroll_Global,Emp_20,50000.0,2026-01-06 08:20:00
TX000213,Payroll_Global,Emp_21,50000.0,2026-01-06 08:21:00
TX000214,Payroll_Global,Emp_22,50000.0,2026-01-06 08:22:00
TX000215,Payroll_Global,Emp_23,50000.0,2026-01-06 08:23:00
TX000216,Payroll_Global,Emp_24,50000.0,2026-01-06 08:24:00
TX000217,Payroll_Global,Emp_25,50000.0,2026-01-06 08:25:00
TX000218,Payroll_Global,Emp_26,50000.0,2026-01-06 08:26:00
TX000219,Payroll_Global,Emp_27,50000.0,2026-01-06 08:27:00
TX000220,Payroll_Global,Emp_28,50000.0,2026-01-06 08:28:00
TX000221,Payroll_Global,Emp_29,50000.0,2026-01-06 08:29:00
TX000222,Payroll_Global,Emp_30,50000.0,2026-01-06 08:30:00
TX000223,Payroll_Global,Emp_31,50000.0,2026-01-06 08:31:00
TX000224,Payroll_Global,Emp_32,50000.0,2026-01-06 08:32:00
TX000225,Payroll_Global,Emp_33,50000.0,2026-01-06 08:33:00
TX000226,Payroll_Global,Emp_34,50000.0,2026-01-06 08:34:00
TX000227,Payroll_Global,Emp_35,50000.0,2026-01-06 08:35:00
TX000228,Payroll_Global,Emp_36,50000.0,2026-01-06 08:36:00
TX000229,Payroll_Global,Emp_37,50000.0,2026-01-06 08:37:00
TX000230,Payroll_Global,Emp_38,50000.0,2026-01-06 08:38:00
TX000231,Payroll_Global,Emp_39,50000.0,2026-01-06 08:39:00
TX000232,Payroll_Global,Emp_40,50000.0,2026-01-06 08:40:00
TX000233,Payroll_Global,Emp_41,50000.0,2026-01-06 08:41:00
TX000234,Payroll_Global,Emp_42,50000.0,2026-01-06 08:42:00
TX000235,Payroll_Global,Emp_43,50000.0,2026-01-06 08:43:00
TX000236,Payroll_Global,Emp_44,50000.0,2026-01-06 08:44:00
TX000237,Payroll_Global,Emp_45,50000.0,2026-01-06 08:45:00
TX000238,Payroll_Global,Emp_46,50000.0,2026-01-06 08:46:00
TX000239,Payroll_Global,Emp_47,50000.0,2026-01-06 08:47:00
TX000240,Payroll_Global,Emp_48,50000.0,2026-01-06 08:48:00
TX000241,Payroll_Global,Emp_49,50000.0,2026-01-06 08:49:00
TX000242,Payroll_Global,Emp_50,50000.0,2026-01-06 08:50:00
TX000243,Payroll_Global,Emp_51,50000.0,2026-01-06 08:51:00
TX000244,Payroll_Global,Emp_52,50000.0,2026-01-06 08:52:00
TX000245,Payroll_Global,Emp_53,50000.0,2026-01-06 08:53:00
TX000246,Payroll_Global,Emp_54,50000.0,2026-01-06 08:54:00
TX000247,Payroll_Global,Emp_55,50000.0,2026-01-06 08:55:00
TX000248,Payroll_Global,Emp_56,50000.0,2026-01-06 08:56:00
TX000249,Payroll_Global,Emp_57,50000.0,2026-01-06 08:57:00
TX000250,Payroll_Global,Emp_58,50000.0,2026-01-06 08:58:00
TX000251,Payroll_Global,Emp_59,50000.0,2026-01-06 08:59:00
TX000252,Payroll_Global,Emp_60,50000.0,2026-01-06 09:00:00
TX000253,Payroll_Global,Emp_61,50000.0,2026-01-06 09:01:00
TX000254,Payroll_Global,Emp_62,50000.0,2026-01-06 09:02:00
TX000255,Payroll_Global,Emp_63,50000.0,2026-01-06 09:03:00
TX000256,Payroll_Global,Emp_64,50000.0,2026-01-06 09:04:00
TX000257,Payroll_Global,Emp_65,50000.0,2026-01-06 09:05:00
TX000258,Payroll_Global,Emp_66,50000.0,2026-01-06 09:06:00
TX000259,Payroll_Global,Emp_67,50000.0,2026-01-06 09:07:00
TX000260,Payroll_Global,Emp_68,50000.0,2026-01-06 09:08:00
TX000261,Payroll_Global,Emp_69,50000.0,2026-01-06 09:09:00
TX000262,Payroll_Global,Emp_70,50000.0,2026-01-06 09:10:00
TX000263,Payroll_Global,Emp_71,50000.0,2026-01-06 09:11:00
TX000264,Payroll_Global,Emp_72,50000.0,2026-01-06 09:12:00
TX000265,Payroll_Global,Emp_73,50000.0,2026-01-06 09:13:00
TX000266,Payroll_Global,Emp_74,50000.0,2026-01-06 09:14:00
TX000267,Payroll_Global,Emp_75,50000.0,2026-01-06 09:15:00
TX000268,Payroll_Global,Emp_76,50000.0,2026-01-06 09:16:00
TX000269,Payroll_Global,Emp_77,50000.0,2026-01-06 09:17:00
TX000270,Payroll_Global,Emp_78,50000.0,2026-01-06 09:18:00
TX000271,Payroll_Global,Emp_79,50000.0,2026-01-06 09:19:00
TX000272,Payroll_Global,Emp_80,50000.0,2026-01-06 09:20:00
TX000273,Payroll_Global,Emp_81,50000.0,2026-01-06 09:21:00
TX000274,Payroll_Global,Emp_82,50000.0,2026-01-06 09:22:00
TX000275,Payroll_Global,Emp_83,50000.0,2026-01-06 09:23:00
TX000276,Payroll_Global,Emp_84,50000.0,2026-01-06 09:24:00
TX000277,Payroll_Global,Emp_85,50000.0,2026-01-06 09:25:00
TX000278,Payroll_Global,Emp_86,50000.0,2026-01-06 09:26:00
TX000279,Payroll_Global,Emp_87,50000.0,2026-01-06 09:27:00
TX000280,Payroll_Global,Emp_88,50000.0,2026-01-06 09:28:00
TX000281,Payroll_Global,Emp_89,50000.0,2026-01-06 09:29:00
TX000282,Payroll_Global,Emp_90,50000.0,2026-01-06 09:30:00
TX000283,Payroll_Global,Emp_91,50000.0,2026-01-06 09:31:00
TX000284,Payroll_Global,Emp_92,50000.0,2026-01-06 09:32:00
TX000285,Payroll_Global,Emp_93,50000.0,2026-01-06 09:33:00
TX000286,Payroll_Global,Emp_94,50000.0,2026-01-06 09:34:00
TX000287,Payroll_Global,Emp_95,50000.0,2026-01-06 09:35:00
TX000288,Payroll_Global,Emp_96,50000.0,2026-01-06 09:36:00
TX000289,Payroll_Global,Emp_97,50000.0,2026-01-06 09:37:00
TX000290,Payroll_Global,Emp_98,50000.0,2026-01-06 09:38:00
TX000291,Payroll_Global,Emp_99,50000.0,2026-01-06 09:39:00
TX000292,Payroll_Global,Emp_100,50000.0,2026-01-06 09:40:00
TX000293,Cust_1,SuperStore,2781.0,2026-01-07 08:01:00
TX000294,Cust_2,SuperStore,4821.0,2026-01-07 08:02:00
TX000295,Cust_3,SuperStore,705.0,2026-01-07 08:03:00
TX000296,Cust_4,SuperStore,2973.0,2026-01-07 08:04:00
TX000297,Cust_5,SuperStore,3653.0,2026-01-07 08:05:00
TX000298,Cust_6,SuperStore,3425.0,2026-01-07 08:06:00
TX000299,Cust_7,SuperStore,2342.0,2026-01-07 08:07:00
TX000300,Cust_8,SuperStore,4455.0,2026-01-07 08:08:00
TX000301,Cust_9,SuperStore,2410.0,2026-01-07 08:09:00
TX000302,Cust_10,SuperStore,4991.0,2026-01-07 08:10:00
TX000303,Cust_11,SuperStore,364.0,2026-01-07 08:11:00
TX000304,Cust_12,SuperStore,1929.0,2026-01-07 08:12:00
TX000305,Cust_13,SuperStore,1362.0,2026-01-07 08:13:00
TX000306,Cust_14,SuperStore,3407.0,2026-01-07 08:14:00
TX000307,Cust_15,SuperStore,2182.0,2026-01-07 08:15:00
TX000308,Cust_16,SuperStore,4522.0,2026-01-07 08:16:00
TX000309,Cust_17,SuperStore,2016.0,2026-01-07 08:17:00
TX000310,Cust_18,SuperStore,2043.0,2026-01-07 08:18:00
TX000311,Cust_19,SuperStore,3219.0,2026-01-07 08:19:00
TX000312,Cust_20,SuperStore,2384.0,2026-01-07 08:20:00
TX000313,Cust_21,SuperStore,3145.0,2026-01-07 08:21:00
TX000314,Cust_22,SuperStore,1436.0,2026-01-07 08:22:00
TX000315,Cust_23,SuperStore,3362.0,2026-01-07 08:23:00
TX000316,Cust_24,SuperStore,720.0,2026-01-07 08:24:00
TX000317,Cust_25,SuperStore,3117.0,2026-01-07 08:25:00
TX000318,Cust_26,SuperStore,2888.0,2026-01-07 08:26:00
TX000319,Cust_27,SuperStore,4214.0,2026-01-07 08:27:00
TX000320,Cust_28,SuperStore,2260.0,2026-01-07 08:28:00
TX000321,Cust_29,SuperStore,2757.0,2026-01-07 08:29:00
TX000322,Cust_30,SuperStore,1243.0,2026-01-07 08:30:00
TX000323,Cust_31,SuperStore,590.0,2026-01-07 08:31:00
TX000324,Cust_32,SuperStore,3178.0,2026-01-07 08:32:00
TX000325,Cust_33,SuperStore,745.0,2026-01-07 08:33:00
TX000326,Cust_34,SuperStore,4635.0,2026-01-07 08:34:00
TX000327,Cust_35,SuperStore,4370.0,2026-01-07 08:35:00
TX000328,Cust_36,SuperStore,3937.0,2026-01-07 08:36:00
TX000329,Cust_37,SuperStore,375.0,2026-01-07 08:37:00
TX000330,Cust_38,SuperStore,2961.0,2026-01-07 08:38:00
TX000331,Cust_39,SuperStore,4461.0,2026-01-07 08:39:00
TX000332,Cust_40,SuperStore,1858.0,2026-01-07 08:40:00
TX000333,Cust_41,SuperStore,3332.0,2026-01-07 08:41:00
TX000334,Cust_42,SuperStore,4236.0,2026-01-07 08:42:00
TX000335,Cust_43,SuperStore,1343.0,2026-01-07 08:43:00
TX000336,Cust_44,SuperStore,1229.0,2026-01-07 08:44:00
TX000337,Cust_45,SuperStore,2974.0,2026-01-07 08:45:00
TX000338,Cust_46,SuperStore,3437.0,2026-01-07 08:46:00
TX000339,Cust_47,SuperStore,824.0,2026-01-07 08:47:00
TX000340,Cust_48,SuperStore,4936.0,2026-01-07 08:48:00
TX000341,Cust_49,SuperStore,1002.0,2026-01-07 08:49:00
TX000342,Cust_50,SuperStore,3732.0,2026-01-07 08:50:00
TX000343,Cust_51,SuperStore,4798.0,2026-01-07 08:51:00
TX000344,Cust_52,SuperStore,343.0,2026-01-07 08:52:00
TX000345,Cust_53,SuperStore,2090.0,2026-01-07 08:53:00
TX000346,Cust_54,SuperStore,4976.0,2026-01-07 08:54:00
TX000347,Cust_55,SuperStore,2744.0,2026-01-07 08:55:00
TX000348,Cust_56,SuperStore,459.0,2026-01-07 08:56:00
TX000349,Cust_57,SuperStore,3032.0,2026-01-07 08:57:00
TX000350,Cust_58,SuperStore,1906.0,2026-01-07 08:58:00
TX000351,Cust_59,SuperStore,2032.0,2026-01-07 08:59:00
TX000352,Cust_60,SuperStore,2219.0,2026-01-07 09:00:00
TX000353,Cust_61,SuperStore,2745.0,2026-01-07 09:01:00
TX000354,Cust_62,SuperStore,3338.0,2026-01-07 09:02:00
TX000355,Cust_63,SuperStore,1030.0,2026-01-07 09:03:00
TX000356,Cust_64,SuperStore,2099.0,2026-01-07 09:04:00
TX000357,Cust_65,SuperStore,3489.0,2026-01-07 09:05:00
TX000358,Cust_66,SuperStore,3595.0,2026-01-07 09:06:00
TX000359,Cust_67,SuperStore,822.0,2026-01-07 09:07:00
TX000360,Cust_68,SuperStore,3396.0,2026-01-07 09:08:00
TX000361,Cust_69,SuperStore,3169.0,2026-01-07 09:09:00
TX000362,Cust_70,SuperStore,2435.0,2026-01-07 09:10:00
TX000363,Cust_71,SuperStore,851.0,2026-01-07 09:11:00
TX000364,Cust_72,SuperStore,1141.0,2026-01-07 09:12:00
TX000365,Cust_73,SuperStore,3197.0,2026-01-07 09:13:00
TX000366,Cust_74,SuperStore,2275.0,2026-01-07 09:14:00
TX000367,Cust_75,SuperStore,3574.0,2026-01-07 09:15:00
TX000368,Cust_76,SuperStore,283.0,2026-01-07 09:16:00
TX000369,Cust_77,SuperStore,4175.0,2026-01-07 09:17:00
TX000370,Cust_78,SuperStore,3906.0,2026-01-07 09:18:00
TX000371,Cust_79,SuperStore,942.0,2026-01-07 09:19:00
TX000372,Cust_80,SuperStore,3777.0,2026-01-07 09:20:00
TX000373,Cust_81,SuperStore,2730.0,2026-01-07 09:21:00
TX000374,Cust_82,SuperStore,810.0,2026-01-07 09:22:00
